review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,review_text,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,review_length,word_count,helpful_votes,source
6910,Johnny Lopez,34,Realme,Realme Narzo 70,508.45,$508.45,USD,1.0,4,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,USA,English,2025-09-17,False,3,3,5,3,2,71,13,5,eBay
6911,Srta. Bruna Gomes,33,Realme,Realme Narzo 70,551.5,R$3143.55,BRL,5.7,1,"Performance is average, camera okay. Okay for casual use.",Neutral,Brazil,Portuguese,2023-10-01,False,1,1,2,1,1,57,9,2,eBay
6912,Heiko Dussen van B.A.,51,OnePlus,OnePlus Nord 3,527.9,€490.95,EUR,0.93,4,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,Positive,Germany,German,2023-02-18,True,4,5,5,4,1,77,14,4,eBay
6913,Valentina Farias,18,Google,Pixel 7a,871.93,R$4970.0,BRL,5.7,3,Smooth performance even after months of use. No regrets buying this one.,Positive,Brazil,Portuguese,2023-12-11,False,2,2,3,1,3,72,12,7,AliExpress
6914,Chakradev Mukherjee,38,OnePlus,OnePlus Nord 3,497.49,₹41291.67,INR,83.0,3,Battery easily lasts a day with heavy use. No regrets buying this one.,Positive,India,Hindi,2025-09-26,True,4,3,1,5,3,70,13,6,AliExpress
6915,Matthew Smith,23,Google,Pixel 6,1094.6,£853.79,GBP,0.78,5,Fast charging is a lifesaver. Best purchase of the year!,Positive,UK,English,2025-08-31,False,2,4,4,3,4,56,10,6,AliExpress
6916,Luiz Henrique Souza,21,Google,Pixel 8,819.22,R$4669.55,BRL,5.7,4,"Performance is average, camera okay. Okay for casual use.",Neutral,Brazil,Portuguese,2024-01-24,True,5,3,2,4,3,57,9,3,BestBuy
6917,Ricardo Gordon,38,Realme,Realme Narzo 70,409.29,$409.29,USD,1.0,2,Sound quality is okay but not very loud. Okay for casual use.,Neutral,USA,English,2024-04-04,True,2,2,1,1,2,61,12,0,Flipkart
6918,Stephanie Hoover,33,OnePlus,OnePlus 11R,898.3,A$1374.4,AUD,1.53,3,Smooth performance even after months of use. Absolutely worth it!,Positive,Australia,English,2023-10-21,True,3,3,3,2,3,65,10,6,AliExpress
6919,Sylvia Kelley,39,Motorola,Moto G Power,735.2,A$1124.86,AUD,1.53,4,Build quality feels solid and durable. Absolutely worth it!,Positive,Australia,English,2023-05-02,True,4,3,3,4,4,59,9,2,Amazon
6920,Vasatika Mallick,34,Motorola,Razr 40,387.32,₹32147.56,INR,83.0,2,Not bad for daily use but could be optimized. Okay for casual use.,Neutral,India,Hindi,2023-09-25,True,1,2,1,1,4,66,13,0,Flipkart
6921,Maanav Nagy,24,Motorola,Razr 40,250.86,₹20821.38,INR,83.0,3,Fast charging is a lifesaver. Loving it so far!,Positive,India,Hindi,2024-04-05,True,3,1,3,2,2,47,9,8,eBay
6922,Raksha Magar,34,Xiaomi,Redmi Note 13,409.47,₹33986.01,INR,83.0,5,Loving the clean UI and fast updates. Loving it so far!,Positive,India,Hindi,2023-02-07,False,5,4,4,5,5,55,11,7,Flipkart
6923,Ing. Karl-Heinz Börner,28,Google,Pixel 6,532.21,€494.96,EUR,0.93,5,Absolutely love this phone! The camera is next level. Absolutely worth it!,Positive,Germany,German,2025-06-25,True,5,4,5,5,5,74,12,2,eBay
6924,Scott Lee-Taylor,30,Xiaomi,Mi 13 Pro,365.77,£285.3,GBP,0.78,5,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,UK,English,2023-07-27,True,4,3,3,4,2,63,11,7,BestBuy
6925,Ashley Warner,19,Apple,iPhone 15 Pro,1120.2,$1120.2,USD,1.0,2,Neutral feelings — neither great nor bad. Average experience overall.,Neutral,USA,English,2023-08-01,True,1,1,1,1,1,69,10,3,BestBuy
6926,Hansjörg Bender B.Sc.,36,Xiaomi,Mi 13 Pro,240.17,€223.36,EUR,0.93,4,Fast charging is a lifesaver. No regrets buying this one.,Positive,Germany,German,2025-10-07,True,4,5,5,2,4,57,10,8,eBay
6927,Edda Rudolph-Scheuermann,25,Google,Pixel 8,759.05,€705.92,EUR,0.93,4,Design feels premium and stylish. Best purchase of the year!,Positive,Germany,German,2023-12-01,True,4,4,3,4,4,60,10,4,eBay
6928,Brent Clark,45,Samsung,Galaxy Note 20,1116.34,C$1540.55,CAD,1.38,5,Battery easily lasts a day with heavy use. No regrets buying this one.,Positive,Canada,English,2025-03-01,True,5,4,4,5,5,70,13,7,BestBuy
6929,Liam da Conceição,42,Xiaomi,Mi 13 Pro,422.06,R$2405.74,BRL,5.7,5,Build quality feels solid and durable. No regrets buying this one.,Positive,Brazil,Portuguese,2023-03-16,True,4,4,4,5,5,66,11,5,eBay
6930,Dr. Henrique Vasconcelos,27,Google,Pixel 8,569.51,R$3246.21,BRL,5.7,3,Smooth performance even after months of use. Best purchase of the year!,Positive,Brazil,Portuguese,2023-01-11,True,2,2,3,1,2,71,12,5,eBay
6931,Herr Timo Wirth MBA.,39,Samsung,Galaxy A55,1032.14,€959.89,EUR,0.93,5,Design feels premium and stylish. Best purchase of the year!,Positive,Germany,German,2025-05-07,True,3,3,3,4,4,60,10,5,Flipkart
6932,Geetika Batra,31,Realme,Realme 12 Pro,283.35,₹23518.05,INR,83.0,4,Not bad for daily use but could be optimized. Average experience overall.,Neutral,India,Hindi,2025-07-28,True,2,5,3,5,5,73,12,3,BestBuy
6933,Univ.Prof. Maria-Luise Jäkel,21,Realme,Realme 12 Pro,544.3,€506.2,EUR,0.93,1,Battery drains too fast even on standby. Wouldn’t recommend.,Negative,Germany,German,2024-05-06,True,1,1,1,1,1,60,9,1,Amazon
6934,Lauren Marshall,19,Xiaomi,Mi 13 Pro,357.03,C$492.7,CAD,1.38,3,Battery life could be slightly better. Fine but could be better.,Neutral,Canada,English,2025-06-26,True,1,2,2,4,2,64,11,2,eBay
6935,Nicholas Hart,19,Xiaomi,Poco X6,511.2,$511.2,USD,1.0,4,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Positive,USA,English,2025-05-28,False,4,5,4,2,4,71,12,3,Amazon
6936,Casey Rodriguez,27,Google,Pixel 8,809.74,د.إ2971.75,AED,3.67,5,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,UAE,English,2024-11-11,True,5,3,3,5,5,71,13,7,Flipkart
6937,Esther Farias,41,Motorola,Edge 50,518.13,R$2953.34,BRL,5.7,2,Phone lags often after a few apps. Returning this soon.,Negative,Brazil,Portuguese,2025-07-29,True,2,1,3,1,2,55,10,1,Flipkart
6938,Omya Rattan,44,Xiaomi,Redmi Note 13,475.71,₹39483.93,INR,83.0,5,Battery easily lasts a day with heavy use. Loving it so far!,Positive,India,Hindi,2024-12-19,False,5,4,5,5,5,60,12,3,AliExpress
6939,Antonios Haering,27,OnePlus,OnePlus 12,947.87,€881.52,EUR,0.93,4,Battery easily lasts a day with heavy use. Loving it so far!,Positive,Germany,German,2023-09-22,True,4,4,4,2,4,60,12,5,eBay
6940,Olivia Correia,32,Realme,Realme 12 Pro,523.47,R$2983.78,BRL,5.7,2,Customer service was disappointing. Wouldn’t recommend.,Negative,Brazil,Portuguese,2024-08-18,True,1,1,1,1,1,55,6,4,Amazon
6941,John Taylor,22,Apple,iPhone SE,1131.09,د.إ4151.1,AED,3.67,2,Speaker quality is bad and muffled. Wouldn’t recommend.,Negative,UAE,English,2024-11-03,True,2,3,2,3,1,55,8,4,Flipkart
6942,Michelle Villegas,33,OnePlus,OnePlus Nord 3,641.45,د.إ2354.12,AED,3.67,3,Design feels premium and stylish. No regrets buying this one.,Positive,UAE,English,2023-07-29,True,2,5,1,4,2,61,10,9,BestBuy
6943,Matthew Lucas,32,Motorola,Moto G Power,601.36,A$920.08,AUD,1.53,4,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,Positive,Australia,English,2023-12-16,True,3,3,5,3,2,78,14,6,Flipkart
6944,Vinicius Vieira,21,Apple,iPhone 14,828.17,R$4720.57,BRL,5.7,1,Customer service was disappointing. Not up to the mark.,Negative,Brazil,Portuguese,2023-10-13,True,1,1,1,2,1,55,9,1,eBay
6945,Amy Nunez,20,Xiaomi,Redmi Note 13,267.36,د.إ981.21,AED,3.67,3,"Overall decent, but expected a bit more for the price. Okay for casual use.",Neutral,UAE,English,2023-11-07,True,3,3,3,2,4,75,14,3,AliExpress
6946,David Edwards,29,Google,Pixel 7a,573.77,C$791.8,CAD,1.38,3,"Does what it’s supposed to, nothing special. Okay for casual use.",Neutral,Canada,English,2022-11-13,True,4,2,3,2,3,65,11,4,BestBuy
6947,Joshua Banks,30,Google,Pixel 6,692.0,A$1058.76,AUD,1.53,4,"Face unlock is instant, super smooth. Absolutely worth it!",Positive,Australia,English,2024-02-15,True,3,4,2,4,4,58,9,5,eBay
6948,Elwira Geisler,39,Apple,iPhone 14,1447.77,€1346.43,EUR,0.93,2,Battery drains too fast even on standby. Very disappointed.,Negative,Germany,German,2024-01-25,True,1,2,1,2,1,59,9,1,Flipkart
6949,Júlia Cassiano,27,OnePlus,OnePlus Nord 3,826.45,R$4710.77,BRL,5.7,2,Battery life could be slightly better. Fine but could be better.,Neutral,Brazil,Portuguese,2025-08-26,True,2,1,3,2,1,64,11,2,Flipkart
6950,Mrs. Melissa Sanchez,33,Xiaomi,Redmi Note 13,663.02,د.إ2433.28,AED,3.67,4,Phone lags often after a few apps. Not up to the mark.,Negative,UAE,English,2024-05-15,True,5,2,3,3,3,54,12,0,Amazon
6951,Kyle Gonzales,33,Motorola,Razr 40,627.17,د.إ2301.71,AED,3.67,3,Design feels premium and stylish. Best purchase of the year!,Positive,UAE,English,2024-04-19,False,3,1,5,1,2,60,10,5,Amazon
6952,Teresa Wilson,20,OnePlus,OnePlus 11R,981.17,C$1354.01,CAD,1.38,4,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,Canada,English,2024-12-29,True,4,4,4,3,5,63,11,4,Flipkart
6953,Austin Rogers,18,Motorola,Edge 50,210.81,C$290.92,CAD,1.38,2,"Does what it’s supposed to, nothing special. Fine but could be better.",Neutral,Canada,English,2023-12-21,False,3,2,4,2,2,70,12,3,BestBuy
6954,Robert Mitchell,44,OnePlus,OnePlus 12,724.58,C$999.92,CAD,1.38,1,Overheats quickly while gaming. Wouldn’t recommend.,Negative,Canada,English,2024-02-13,True,1,1,1,1,1,51,6,4,Amazon
6955,Marcela Correia,23,Realme,Realme 12 Pro,443.45,R$2527.66,BRL,5.7,3,Sound quality is okay but not very loud. Average experience overall.,Neutral,Brazil,Portuguese,2025-06-12,True,2,1,2,2,4,68,11,3,AliExpress
6956,Michelle Merritt,48,Samsung,Galaxy Z Flip,605.74,C$835.92,CAD,1.38,5,Loving the clean UI and fast updates. Best purchase of the year!,Positive,Canada,English,2024-10-17,True,5,5,5,5,4,64,12,2,Amazon
6957,Eric Fields,34,Samsung,Galaxy A55,630.97,د.إ2315.66,AED,3.67,3,Smooth performance even after months of use. Loving it so far!,Positive,UAE,English,2024-01-31,True,3,2,2,3,2,62,11,4,AliExpress
6958,Wanda Cohen,31,Apple,iPhone 14,1373.08,A$2100.81,AUD,1.53,5,Fast charging is a lifesaver. Loving it so far!,Positive,Australia,English,2025-06-16,True,5,5,4,5,4,47,9,6,Flipkart
6959,Terry White,33,OnePlus,OnePlus 11R,873.09,C$1204.86,CAD,1.38,4,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,Canada,English,2023-02-17,True,3,4,4,3,3,71,13,5,eBay
6960,Ana Sophia Alves,28,Xiaomi,Redmi Note 13,297.96,R$1698.37,BRL,5.7,4,"Overall decent, but expected a bit more for the price. Fine but could be better.",Neutral,Brazil,Portuguese,2025-07-16,True,1,3,5,2,3,80,15,1,AliExpress
6961,James Jensen,31,OnePlus,OnePlus 12,486.24,د.إ1784.5,AED,3.67,3,Loving the clean UI and fast updates. Best purchase of the year!,Positive,UAE,English,2023-07-30,True,3,2,4,3,4,64,12,4,Flipkart
6962,Herr Manfred Gertz,37,Google,Pixel 7a,922.31,€857.75,EUR,0.93,4,Build quality feels solid and durable. Absolutely worth it!,Positive,Germany,German,2023-11-01,True,3,4,2,3,4,59,9,4,eBay
6963,Dr. Jeffrey Beck,24,Realme,Realme Narzo 70,524.5,$524.5,USD,1.0,4,Absolutely love this phone! The camera is next level. No regrets buying this one.,Positive,USA,English,2024-08-09,True,4,4,5,4,3,81,14,7,Flipkart
6964,Emanuella Vasconcelos,35,Google,Pixel 8,1043.03,R$5945.27,BRL,5.7,2,"Face unlock is instant, super smooth. Absolutely worth it!",Positive,Brazil,Portuguese,2023-07-09,True,2,1,1,3,2,58,9,4,AliExpress
6965,Cynthia Medina,18,Realme,Realme 12 Pro,201.97,د.إ741.23,AED,3.67,2,Neutral feelings — neither great nor bad. Fine but could be better.,Neutral,UAE,English,2023-03-15,True,2,1,2,2,1,67,12,2,AliExpress
6966,Anna Jones,20,OnePlus,OnePlus 11R,940.86,C$1298.39,CAD,1.38,3,"Overall decent, but expected a bit more for the price. Fine but could be better.",Neutral,Canada,English,2025-02-09,False,2,4,2,2,3,80,15,6,Flipkart
6967,Cheryl Rhodes,52,Motorola,Moto G Power,715.97,$715.97,USD,1.0,1,Not worth the money spent. Returning this soon.,Negative,USA,English,2025-06-12,True,1,2,1,2,1,47,8,2,Flipkart
6968,Rachel Torres,25,Google,Pixel 7a,597.39,C$824.4,CAD,1.38,4,Display is crisp and vibrant — perfect for gaming. Loving it so far!,Positive,Canada,English,2023-12-31,True,2,1,3,3,4,68,13,4,Flipkart
6969,Guy Taylor,27,Apple,iPhone 15 Pro,1371.02,£1069.4,GBP,0.78,5,Worth every penny. Highly recommended! Best purchase of the year!,Positive,UK,English,2024-01-21,True,5,5,5,5,5,65,10,2,Amazon
6970,Paige Douglas,37,OnePlus,OnePlus Nord 3,875.16,£682.62,GBP,0.78,3,"Phone is fine, not the best in this range. Okay for casual use.",Neutral,UK,English,2023-07-25,False,2,3,3,4,4,63,13,0,eBay
6971,Anamika Rout,32,Xiaomi,Poco X6,582.6,₹48355.8,INR,83.0,1,Battery drains too fast even on standby. Not up to the mark.,Negative,India,Hindi,2023-08-15,True,1,1,1,1,1,60,12,4,Amazon
6972,Elijah Holmes,29,Apple,iPhone SE,829.88,$829.88,USD,1.0,1,Camera quality is very poor indoors. Very disappointed.,Negative,USA,English,2025-05-18,True,1,1,1,1,2,55,8,2,eBay
6973,Wazir Kurian,18,Apple,iPhone 13,1149.93,₹95444.19,INR,83.0,2,"Does what it’s supposed to, nothing special. Okay for casual use.",Neutral,India,Hindi,2023-09-11,True,3,1,1,2,1,65,11,2,Flipkart
6974,Brian Krueger,24,OnePlus,OnePlus 11R,976.39,د.إ3583.35,AED,3.67,2,Sound quality is okay but not very loud. Fine but could be better.,Neutral,UAE,English,2025-01-17,True,1,1,2,4,1,66,13,2,Flipkart
6975,Maya Pimenta,34,Samsung,Galaxy Z Flip,807.87,R$4604.86,BRL,5.7,5,Battery easily lasts a day with heavy use. Best purchase of the year!,Positive,Brazil,Portuguese,2023-11-21,False,5,5,5,5,3,69,13,10,Flipkart
6976,Katie Parsons,47,Motorola,Moto G Power,356.42,د.إ1308.06,AED,3.67,4,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Positive,UAE,English,2024-05-06,True,5,4,3,3,3,71,12,4,Flipkart
6977,Casey Wright,38,Google,Pixel 6,967.09,A$1479.65,AUD,1.53,2,"Performance is average, camera okay. Fine but could be better.",Neutral,Australia,English,2025-03-13,True,2,2,2,1,1,62,10,1,AliExpress
6978,Leela Deol,34,Google,Pixel 6,1005.65,₹83468.95,INR,83.0,3,"Design is okay, a bit bulky though. Average experience overall.",Neutral,India,Hindi,2025-03-01,True,2,2,1,3,2,63,10,2,BestBuy
6979,Gertrud Bärer,43,Apple,iPhone 15 Pro,1136.69,€1057.12,EUR,0.93,2,Phone lags often after a few apps. Returning this soon.,Negative,Germany,German,2024-09-19,True,2,1,3,1,1,55,10,1,Flipkart
6980,Gerald Wall,30,Realme,Realme 12 Pro,377.51,د.إ1385.46,AED,3.67,4,Fast charging is a lifesaver. Best purchase of the year!,Positive,UAE,English,2025-04-06,True,3,5,3,4,2,56,10,7,AliExpress
6981,Carla Malone,38,OnePlus,OnePlus Nord 3,782.91,C$1080.42,CAD,1.38,4,Fast charging is a lifesaver. Best purchase of the year!,Positive,Canada,English,2025-03-09,True,5,4,4,5,4,56,10,4,eBay
6982,Elliot Gough,33,Google,Pixel 7a,906.93,£707.41,GBP,0.78,3,Build quality feels solid and durable. No regrets buying this one.,Positive,UK,English,2024-05-23,False,3,4,4,2,1,66,11,6,AliExpress
6983,Sherry Morse,28,Samsung,Galaxy Z Flip,675.55,$675.55,USD,1.0,1,Customer service was disappointing. Wouldn’t recommend.,Negative,USA,English,2025-06-29,True,1,1,1,1,1,55,6,0,BestBuy
6984,Mr Harry Pearce,18,Google,Pixel 6,524.7,£409.27,GBP,0.78,3,"Phone is fine, not the best in this range. Fine but could be better.",Neutral,UK,English,2025-05-18,False,3,2,1,5,1,68,14,0,eBay
6985,Dr Patrick Mills,37,Apple,iPhone SE,1393.03,£1086.56,GBP,0.78,2,Not worth the money spent. Not up to the mark.,Negative,UK,English,2024-03-06,True,2,2,1,1,2,46,10,1,Flipkart
6986,Sara Ruiz,31,OnePlus,OnePlus Nord 3,999.73,د.إ3669.01,AED,3.67,4,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,UAE,English,2024-03-14,True,5,3,2,4,3,71,13,4,eBay
6987,Danielle Murphy,18,Motorola,Razr 40,249.36,£194.5,GBP,0.78,4,Build quality feels solid and durable. No regrets buying this one.,Positive,UK,English,2025-02-21,True,5,2,5,5,4,66,11,5,AliExpress
6988,Abigail Gill,37,Google,Pixel 6,795.76,$795.76,USD,1.0,3,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Positive,USA,English,2025-04-23,True,2,4,3,2,2,71,12,7,Flipkart
6989,Dr. Davi Luiz Novaes,22,Xiaomi,Poco X6,474.4,R$2704.08,BRL,5.7,5,Design feels premium and stylish. Loving it so far!,Positive,Brazil,Portuguese,2024-12-20,True,4,2,3,3,3,51,9,2,Amazon
6990,Diana Höfig B.Eng.,39,Samsung,Galaxy S24,1002.85,€932.65,EUR,0.93,2,Phone lags often after a few apps. Returning this soon.,Negative,Germany,German,2025-05-27,True,1,2,1,3,1,55,10,0,Flipkart
6991,Krishna Varty,25,Xiaomi,Poco X6,237.79,₹19736.57,INR,83.0,4,Loving the clean UI and fast updates. Best purchase of the year!,Positive,India,Hindi,2024-08-25,True,3,3,5,3,4,64,12,6,Amazon
6992,Kevin Carr,28,Apple,iPhone 15 Pro,959.51,$959.51,USD,1.0,3,Build quality feels solid and durable. Best purchase of the year!,Positive,USA,English,2023-11-27,False,3,2,5,2,2,65,11,2,Amazon
6993,Jason Rodriguez,31,Motorola,Moto G Power,674.21,C$930.41,CAD,1.38,3,Neutral feelings — neither great nor bad. Okay for casual use.,Neutral,Canada,English,2025-10-13,True,3,2,2,3,2,62,11,2,Flipkart
6994,Rachita Behl,48,Samsung,Galaxy Note 20,1038.23,₹86173.09,INR,83.0,4,Smooth performance even after months of use. Best purchase of the year!,Positive,India,Hindi,2023-03-03,True,4,3,3,3,4,71,12,11,AliExpress
6995,Lisa Odonnell,30,OnePlus,OnePlus 12,993.75,A$1520.44,AUD,1.53,4,Absolutely love this phone! The camera is next level. Absolutely worth it!,Positive,Australia,English,2023-02-24,False,4,3,3,3,3,74,12,5,eBay
6996,Peter Lindsey,19,OnePlus,OnePlus Nord 3,404.28,A$618.55,AUD,1.53,4,Fast charging is a lifesaver. No regrets buying this one.,Positive,Australia,English,2023-11-30,True,4,3,3,5,3,57,10,5,AliExpress
6997,Dr Lee Holt,25,Xiaomi,Redmi Note 13,362.98,£283.12,GBP,0.78,3,Loving the clean UI and fast updates. Absolutely worth it!,Positive,UK,English,2024-11-06,False,3,2,2,2,3,58,10,3,eBay
6998,Jennifer Luna,43,Realme,Realme 12 Pro,278.11,A$425.51,AUD,1.53,4,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Positive,Australia,English,2022-10-22,False,4,3,3,5,4,71,12,4,BestBuy
6999,Angela Luna,43,OnePlus,OnePlus Nord 3,702.21,C$969.05,CAD,1.38,2,Customer service was disappointing. Not up to the mark.,Negative,Canada,English,2024-08-08,True,2,2,1,2,2,55,9,1,AliExpress
7000,Gopal Rajagopalan,43,Xiaomi,Redmi Note 13,306.61,₹25448.63,INR,83.0,2,"Design is okay, a bit bulky though. Average experience overall.",Neutral,India,Hindi,2024-11-23,False,1,1,2,2,2,63,10,2,eBay
7001,Debbie Tanner,35,Motorola,Razr 40,547.1,$547.1,USD,1.0,2,Display started flickering after a month. Wouldn’t recommend.,Negative,USA,English,2025-09-17,False,3,1,3,3,1,61,8,3,eBay
7002,Samarth Mander,24,Xiaomi,Mi 13 Pro,439.42,₹36471.86,INR,83.0,5,Smooth performance even after months of use. No regrets buying this one.,Positive,India,Hindi,2025-10-04,True,5,5,3,4,3,72,12,3,BestBuy
7003,Vincent Bishop,26,Xiaomi,Poco X6,271.06,د.إ994.79,AED,3.67,2,"Phone hangs often, regret buying it. Very disappointed.",Negative,UAE,English,2025-07-11,True,1,2,1,1,1,55,8,1,BestBuy
7004,Stella Duarte,46,Samsung,Galaxy A55,619.94,R$3533.66,BRL,5.7,5,Build quality feels solid and durable. Best purchase of the year!,Positive,Brazil,Portuguese,2022-11-19,True,5,5,4,4,5,65,11,5,BestBuy
7005,Gabi Werner,27,Motorola,Moto G Power,203.25,€189.02,EUR,0.93,2,"Design is okay, a bit bulky though. Okay for casual use.",Neutral,Germany,German,2022-11-16,True,1,2,1,2,3,56,11,2,Flipkart
7006,Lívia Viana,19,OnePlus,OnePlus 12,399.57,R$2277.55,BRL,5.7,4,"Overall decent, but expected a bit more for the price. Average experience overall.",Neutral,Brazil,Portuguese,2024-07-18,True,4,4,3,4,2,82,13,3,AliExpress
7007,Univ.Prof. Leokadia Zobel,38,Google,Pixel 8,598.17,€556.3,EUR,0.93,3,Neutral feelings — neither great nor bad. Fine but could be better.,Neutral,Germany,German,2023-10-13,True,4,1,3,2,3,67,12,4,eBay
7008,Manuela das Neves,35,Google,Pixel 7a,779.0,R$4440.3,BRL,5.7,4,Absolutely love this phone! The camera is next level. Absolutely worth it!,Positive,Brazil,Portuguese,2022-12-31,True,4,3,2,2,3,74,12,3,BestBuy
7009,Aishani Gokhale,40,Google,Pixel 6,533.49,₹44279.67,INR,83.0,2,Sound quality is okay but not very loud. Okay for casual use.,Neutral,India,Hindi,2025-03-11,True,1,3,2,1,1,61,12,1,Amazon
7010,John Warner,35,Samsung,Galaxy Z Flip,460.18,C$635.05,CAD,1.38,5,Worth every penny. Highly recommended! Best purchase of the year!,Positive,Canada,English,2025-04-22,True,5,5,5,5,4,65,10,2,Amazon
7011,Gary Griffin,31,Samsung,Galaxy Z Flip,1240.16,$1240.16,USD,1.0,3,Build quality feels solid and durable. Loving it so far!,Positive,USA,English,2024-02-01,False,2,3,3,4,3,56,10,5,AliExpress
7012,Emily Butcher,33,Apple,iPhone 13,827.7,£645.61,GBP,0.78,3,Build quality feels solid and durable. Loving it so far!,Positive,UK,English,2025-09-16,False,3,4,3,1,4,56,10,11,AliExpress
7013,Prof. Gotthard Trapp MBA.,23,Realme,Realme Narzo 70,231.76,€215.54,EUR,0.93,1,Phone lags often after a few apps. Very disappointed.,Negative,Germany,German,2024-08-16,True,1,1,1,1,1,53,9,6,Amazon
7014,Dipl.-Ing. Tadeusz Jacobi Jäckel,27,Motorola,Edge 50,656.79,€610.81,EUR,0.93,1,Not bad for daily use but could be optimized. Average experience overall.,Neutral,Germany,German,2024-12-28,False,1,1,1,3,2,73,12,2,AliExpress
7015,Nisha Krish,18,Google,Pixel 6,586.47,₹48677.01,INR,83.0,3,Absolutely love this phone! The camera is next level. Best purchase of the year!,Positive,India,Hindi,2025-01-02,True,4,1,4,4,2,80,14,2,eBay
7016,Laura Blake,32,Xiaomi,Poco X6,399.04,د.إ1464.48,AED,3.67,1,Camera quality is very poor indoors. Wouldn’t recommend.,Negative,UAE,English,2024-07-15,True,1,2,1,1,1,56,8,2,Flipkart
7017,Sheena Lambert,37,Xiaomi,Mi 13 Pro,600.85,د.إ2205.12,AED,3.67,4,Loving the clean UI and fast updates. Loving it so far!,Positive,UAE,English,2023-08-22,True,4,5,3,3,3,55,11,6,Amazon
7018,Gregory Smith,26,Realme,Realme Narzo 70,389.69,$389.69,USD,1.0,5,Absolutely love this phone! The camera is next level. No regrets buying this one.,Positive,USA,English,2023-03-02,True,3,4,2,4,5,81,14,4,eBay
7019,Bobby Duran,47,Xiaomi,Mi 13 Pro,213.05,د.إ781.89,AED,3.67,4,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,Positive,UAE,English,2024-09-03,True,3,5,3,4,2,77,14,6,AliExpress
7020,Gerard Patel,34,Realme,Realme 12 Pro,574.43,£448.06,GBP,0.78,3,Smooth performance even after months of use. No regrets buying this one.,Positive,UK,English,2024-03-23,False,2,1,3,2,2,72,12,6,eBay
7021,Robert Wong,33,Xiaomi,Redmi Note 13,228.43,د.إ838.34,AED,3.67,2,Battery drains too fast even on standby. Returning this soon.,Negative,UAE,English,2022-10-24,True,1,1,2,1,1,61,10,3,BestBuy
7022,Maria Gordon,18,Motorola,Moto G Power,684.01,$684.01,USD,1.0,1,Camera quality is very poor indoors. Very disappointed.,Negative,USA,English,2024-05-17,False,1,3,2,1,1,55,8,2,BestBuy
7023,Vrishti Sharaf,37,OnePlus,OnePlus Nord 3,567.12,₹47070.96,INR,83.0,2,Camera quality is very poor indoors. Not up to the mark.,Negative,India,Hindi,2024-04-18,False,1,1,1,1,2,56,11,0,Flipkart
7024,Roy Reed,63,Google,Pixel 6,973.76,£759.53,GBP,0.78,4,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,Positive,UK,English,2023-01-05,True,1,5,5,4,4,77,14,2,BestBuy
7025,Mathias Duarte,24,Apple,iPhone 13,1335.03,R$7609.67,BRL,5.7,2,"Design is okay, a bit bulky though. Average experience overall.",Neutral,Brazil,Portuguese,2024-07-27,True,1,1,1,1,2,63,10,1,AliExpress
7026,Benjamim Correia,33,Google,Pixel 7a,692.45,R$3946.97,BRL,5.7,1,"Phone hangs often, regret buying it. Very disappointed.",Negative,Brazil,Portuguese,2024-08-08,True,1,1,1,1,1,55,8,4,eBay
7027,Eric Campbell,42,Google,Pixel 7a,758.05,C$1046.11,CAD,1.38,3,Build quality feels solid and durable. Absolutely worth it!,Positive,Canada,English,2025-06-24,False,1,3,3,4,2,59,9,3,BestBuy
7028,Jennifer Norman,40,Apple,iPhone 13,783.24,A$1198.36,AUD,1.53,4,Build quality feels solid and durable. Absolutely worth it!,Positive,Australia,English,2024-05-30,True,2,4,4,4,2,59,9,3,AliExpress
7029,Viraj Cheema,26,OnePlus,OnePlus 11R,982.61,₹81556.63,INR,83.0,1,Not worth the money spent. Not up to the mark.,Negative,India,Hindi,2025-02-02,True,1,1,1,1,1,46,10,3,BestBuy
7030,Matthew Hayre,29,Samsung,Galaxy Z Flip,1365.29,₹113319.07,INR,83.0,4,"Face unlock is instant, super smooth. Loving it so far!",Positive,India,Hindi,2023-10-02,True,2,5,3,3,5,55,10,6,BestBuy
7031,Dr Annette Oliver,42,OnePlus,OnePlus 11R,742.54,£579.18,GBP,0.78,2,Software updates are delayed sometimes. Fine but could be better.,Neutral,UK,English,2024-10-31,True,2,2,2,3,1,65,10,1,Amazon
